Date,Close
1985-06-01,146.119995
1985-07-01,137.259995
1985-08-01,138.199997
1985-09-01,132.119995
1985-10-01,129.389999
1985-11-01,124.989998
1985-12-01,123.459999
1986-01-01,121.519997
1986-02-01,115.080002
1986-03-01,117.919998
1986-04-01,111.769997
1986-05-01,117.510002
1986-06-01,111.610001
1986-07-01,108.040001
1986-08-01,106.43
1986-09-01,106.739998
1986-10-01,109.269997
1986-11-01,105.919998
1986-12-01,103.580002
1987-01-01,99.860001
1987-02-01,99.260002
1987-03-01,97.110001
1987-04-01,95.940002
1987-05-01,97.769997
1987-06-01,98.129997
1987-07-01,99.790001
1987-08-01,97.32
1987-09-01,98.57
1987-10-01,93.650002
1987-11-01,89.150002
1987-12-01,85.419998
1988-01-01,90.339996
1988-02-01,90.529999
1988-03-01,88.300003
1988-04-01,89.160004
1988-05-01,91.089996
1988-06-01,95.410004
1988-07-01,97.529999
1988-08-01,98.419998
1988-09-01,97.690002
1988-10-01,93.760002
1988-11-01,90.529999
1988-12-01,92.5
1989-01-01,96.769997
1989-02-01,94.900002
1989-03-01,98.139999
1989-04-01,97.709999
1989-05-01,102.980003
1989-06-01,102.019997
1989-07-01,97.389999
1989-08-01,102.279999
1989-09-01,98.470001
1989-10-01,98.07
1989-11-01,96.269997
1989-12-01,93.209999
1990-01-01,92.410004
1990-02-01,93.290001
1990-03-01,93.690002
1990-04-01,93.07
1990-05-01,92.980003
1990-06-01,91.150002
1990-07-01,87.169998
1990-08-01,86.559998
1990-09-01,86
1990-10-01,83.279999
1990-11-01,82.93
1990-12-01,83.07
1991-01-01,82
1991-02-01,84.080002
1991-03-01,92.019997
1991-04-01,91.540001
1991-05-01,93.129997
1991-06-01,96.059998
1991-07-01,93.489998
1991-08-01,93.489998
1991-09-01,89.900002
1991-10-01,89.93
1991-11-01,88.190002
1991-12-01,83.519997
1992-01-01,87.489998
1992-02-01,88.989998
1992-03-01,89.650002
1992-04-01,89.620003
1992-05-01,87.220001
1992-06-01,83.720001
1992-07-01,81.910004
1992-08-01,78.879997
1992-09-01,81.099998
1992-10-01,87.629997
1992-11-01,90.839996
1992-12-01,92.360001
1993-01-01,92.459999
1993-02-01,94.050003
1993-03-01,91.870003
1993-04-01,89.489998
1993-05-01,89.080002
1993-06-01,93.629997
1993-07-01,95.370003
1993-08-01,93.949997
1993-09-01,92.82
1993-10-01,95.080002
1993-11-01,96.209999
1993-12-01,96.839996
1994-01-01,95.589996
1994-02-01,94.550003
1994-03-01,93.059998
1994-04-01,92.120003
1994-05-01,92.519997
1994-06-01,89.620003
1994-07-01,89.870003
1994-08-01,89.669998
1994-09-01,87.879997
1994-10-01,85.690002
1994-11-01,89.129997
1994-12-01,88.730003
1995-01-01,87.989998
1995-02-01,85.93
1995-03-01,81.900002
1995-04-01,81.800003
1995-05-01,82.57
1995-06-01,81.580002
1995-07-01,81.57
1995-08-01,85.57
1995-09-01,84.290001
1995-10-01,83.660004
1995-11-01,85.260002
1995-12-01,84.760002
1996-01-01,87.379997
1996-02-01,86.290001
1996-03-01,86.519997
1996-04-01,88.019997
1996-05-01,87.779999
1996-06-01,87.82
1996-07-01,85.900002
1996-08-01,86.360001
1996-09-01,87.940002
1996-10-01,87.43
1996-11-01,87.919998
1996-12-01,88.18
1997-01-01,93.040001
1997-02-01,94.889999
1997-03-01,94.720001
1997-04-01,97.18
1997-05-01,94.849998
1997-06-01,95.669998
1997-07-01,99.639999
1997-08-01,99
1997-09-01,97.110001
1997-10-01,95.639999
1997-11-01,97.790001
1997-12-01,99.650002
1998-01-01,100.790001
1998-02-01,99.82
1998-03-01,101.5
1998-04-01,99.709999
1998-05-01,100.449997
1998-06-01,101.169998
1998-07-01,101.199997
1998-08-01,100.199997
1998-09-01,96.169998
1998-10-01,93.730003
1998-11-01,96.199997
1998-12-01,94.169998
1999-01-01,96.080002
1999-02-01,98.68
1999-03-01,100.099998
1999-04-01,101
1999-05-01,102.510002
1999-06-01,102.849998
1999-07-01,99.75
1999-08-01,99.949997
1999-09-01,98.540001
1999-10-01,99.059998
1999-11-01,101.989998
1999-12-01,101.870003
2000-01-01,105.129997
2000-02-01,105.919998
2000-03-01,105.440002
2000-04-01,110.139999
2000-05-01,108.739998
2000-06-01,106.839996
2000-07-01,109.57
2000-08-01,112.599998
2000-09-01,113.25
2000-10-01,116.650002
2000-11-01,115.239998
2000-12-01,109.559998
2001-01-01,110.519997
2001-02-01,112.010002
2001-03-01,117.370003
2001-04-01,115.849998
2001-05-01,119.07
2001-06-01,119.43
2001-07-01,117.18
2001-08-01,113.419998
2001-09-01,113.480003
2001-10-01,114.860001
2001-11-01,116.129997
2001-12-01,116.75
2002-01-01,120.239998
2002-02-01,119.160004
2002-03-01,118.620003
2002-04-01,115.190002
2002-05-01,111.809998
2002-06-01,106.110001
2002-07-01,107.410004
2002-08-01,106.980003
2002-09-01,106.870003
2002-10-01,106.639999
2002-11-01,106.410004
2002-12-01,101.849998
2003-01-01,99.910004
2003-02-01,99.709999
2003-03-01,99.059998
2003-04-01,97.190002
2003-05-01,93.269997
2003-06-01,94.730003
2003-07-01,96.889999
2003-08-01,98.099998
2003-09-01,92.849998
2003-10-01,92.730003
2003-11-01,90.209999
2003-12-01,86.919998
2004-01-01,87.199997
2004-02-01,87.309998
2004-03-01,87.610001
2004-04-01,90.480003
2004-05-01,88.949997
2004-06-01,88.800003
2004-07-01,89.959999
2004-08-01,88.940002
2004-09-01,87.360001
2004-10-01,84.910004
2004-11-01,81.82
2004-12-01,80.849998
2005-01-01,83.599998
2005-02-01,82.510002
2005-03-01,84.059998
2005-04-01,84.43
2005-05-01,87.760002
2005-06-01,89.110001
2005-07-01,89.349998
2005-08-01,87.580002
2005-09-01,89.519997
2005-10-01,90.07
2005-11-01,91.57
2005-12-01,91.169998
2006-01-01,88.959999
2006-02-01,90.110001
2006-03-01,89.730003
2006-04-01,86.110001
2006-05-01,84.720001
2006-06-01,85.220001
2006-07-01,85.300003
2006-08-01,85.050003
2006-09-01,85.970001
2006-10-01,85.32
2006-11-01,82.919998
2006-12-01,83.720001
2007-01-01,84.610001
2007-02-01,83.57
2007-03-01,82.93
2007-04-01,81.449997
2007-05-01,82.300003
2007-06-01,81.919998
2007-07-01,80.769997
2007-08-01,80.790001
2007-09-01,77.720001
2007-10-01,76.480003
2007-11-01,76.150002
2007-12-01,76.699997
2008-01-01,75.18
2008-02-01,73.709999
2008-03-01,71.800003
2008-04-01,72.510002
2008-05-01,72.879997
2008-06-01,72.459999
2008-07-01,73.230003
2008-08-01,77.379997
2008-09-01,79.449997
2008-10-01,85.629997
2008-11-01,86.519997
2008-12-01,81.309998
2009-01-01,86
2009-02-01,88.010002
2009-03-01,85.43
2009-04-01,84.610001
2009-05-01,80.43
2009-06-01,80.129997
2009-07-01,78.349998
2009-08-01,78.169998
2009-09-01,76.650002
2009-10-01,76.300003
2009-11-01,74.879997
2009-12-01,77.860001
2010-01-01,79.459999
2010-02-01,80.360001
2010-03-01,81.07
2010-04-01,81.870003
2010-05-01,86.589996
2010-06-01,86.019997
2010-07-01,81.540001
2010-08-01,83.199997
2010-09-01,78.720001
2010-10-01,77.269997
2010-11-01,81.199997
2010-12-01,79.029999
2011-01-01,77.739998
2011-02-01,76.889999
2011-03-01,75.860001
2011-04-01,72.93
2011-05-01,74.639999
2011-06-01,74.300003
2011-07-01,73.900002
2011-08-01,74.129997
2011-09-01,78.550003
2011-10-01,76.169998
2011-11-01,78.389999
2011-12-01,80.169998
2012-01-01,79.279999
2012-02-01,78.730003
2012-03-01,78.93
2012-04-01,78.790001
2012-05-01,83.040001
2012-06-01,81.650002
2012-07-01,82.639999
2012-08-01,81.25
2012-09-01,79.940002
2012-10-01,79.919998
2012-11-01,80.150002
2012-12-01,79.769997
2013-01-01,79.209999
2013-02-01,81.980003
2013-03-01,82.989998
2013-04-01,81.730003
2013-05-01,83.379997
2013-06-01,83.169998
2013-07-01,81.449997
2013-08-01,82.089996
2013-09-01,80.220001
2013-10-01,80.199997
2013-11-01,80.68
2013-12-01,80.040001
2014-01-01,81.269997
2014-02-01,79.779999
2014-03-01,80.099998
2014-04-01,79.489998
2014-05-01,80.370003
2014-06-01,79.779999
2014-07-01,81.459999
2014-08-01,82.75
2014-09-01,85.940002
2014-10-01,86.879997
2014-11-01,88.360001
2014-12-01,90.269997
2015-01-01,94.800003
2015-02-01,95.25
2015-03-01,99.102997
2015-04-01,94.599998
2015-05-01,96.910004
2015-06-01,95.489998
2015-07-01,97.370003
2015-08-01,95.949997
2015-09-01,96.349998
2015-10-01,96.949997
2015-11-01,100.169998
2015-12-01,98.629997
2016-01-01,99.610001
2016-02-01,98.209999
2016-03-01,94.589996
2016-04-01,93.080002
2016-05-01,95.889999
2016-06-01,96.139999
2016-07-01,95.529999
2016-08-01,96.019997
2016-09-01,95.459999
2016-10-01,98.449997
2016-11-01,101.5
2016-12-01,102.389999
2017-01-01,99.510002
2017-02-01,101.120003
2017-03-01,100.349998
2017-04-01,99.050003
2017-05-01,96.919998
2017-06-01,95.660004
2017-07-01,92.860001
2017-08-01,92.669998
2017-09-01,93.080002
2017-10-01,94.550003
2017-11-01,93.010002
2017-12-01,92.120003
2018-01-01,89.129997
2018-02-01,90.610001
2018-03-01,89.970001
2018-04-01,91.839996
2018-05-01,93.989998
2018-06-01,94.629997
2018-07-01,94.489998
2018-08-01,95.139999
2018-09-01,95.190002
2018-10-01,97.129997
2018-11-01,97.269997
2018-12-01,96.169998
2019-01-01,95.580002
2019-02-01,96.160004
2019-03-01,97.279999
2019-04-01,97.480003
2019-05-01,97.790001
2019-06-01,96.129997
2019-07-01,98.519997
2019-08-01,98.919998
2019-09-01,99.379997
2019-10-01,97.349998
2019-11-01,98.269997
2019-12-01,96.389999
2020-01-01,97.389999
2020-02-01,98.129997
2020-03-01,98.949997
2020-04-01,99.019997
2020-05-01,98.339996
2020-06-01,96.940002
2020-07-01,99.47
2020-08-01,99.64
2020-09-01,99.61
2020-10-01,97.98
2020-11-01,97.87
2020-12-01,98.02
